V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Ingenieur systèmes,Ingénieur concepteur / Ingénieure conceptrice informatique,M1805,49
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'affaires en industrie,H1102,6
Non,Developpeur Back-End,Ingénieur / Ingénieure d'affaires en industrie,H1102,57
Non,Developpeur Front-End,Ingénieur / Ingénieure d'affaires en industrie,H1102,22
Non,Expert en technologie de l’information,Ingénieur / Ingénieure d'analyse et de programmation en informatique de gestion,M1805,11
Non,Développeur d'applications,Ingénieur / Ingénieure d'application en industrie,H1206,10
Non,Ingénieur DevOps,Ingénieur / Ingénieure d'application en industrie,H1206,4
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'application en industrie,H1206,14
Non,Ingénieur DevOps,Ingénieur / Ingénieure d'application informatique,M1805,28
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'application informatique,M1805,7
Non,Developpeur Back-End,Ingénieur / Ingénieure de bureau d'études en industrie,H1206,26
Non,Developpeur Front-End,Ingénieur / Ingénieure de bureau d'études en industrie,H1206,54
Non,Expert en technologie de l’information,Ingénieur / Ingénieure de bureau d'études en industrie,H1206,6
Non,Expert en technologie de l’information,Ingénieur / Ingénieure de conception et développement en industrie,H1206,16
Non,Ingenieur systèmes,Ingénieur / Ingénieure de conception informatique,M1805,17
Non,Ingenieur systèmes,Ingénieur / Ingénieure de contrats industriels,H1102,17
Non,Developpeur Back-End,Ingénieur / Ingénieure de développement de produits en industrie,H1206,57
Non,Developpeur Front-End,Ingénieur / Ingénieure de développement de produits en industrie,H1206,32
Non,Ingenieur systèmes,Ingénieur / Ingénieure de développement informatique,M1805,18
Non,Expert en technologie de l’information,Ingénieur / Ingénieure de piste en industrie,H1206,14
Non,Ingenieur systèmes,Ingénieur / Ingénieure de piste en industrie,H1206,51
Non,Developpeur Back-End,Ingénieur / Ingénieure de piste en industrie,H1206,23
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure de production informatique,M1810,6
Non,Ingenieur systèmes,Ingénieur / Ingénieure de production informatique,M1810,18
Non,Developpeur Back-End,Ingénieur / Ingénieure de programme d'affaires en industrie,H1102,47
Non,Developpeur Front-End,Ingénieur / Ingénieure de programme d'affaires en industrie,H1102,47
Non,Expert en technologie de l’information,Ingénieur / Ingénieure de programme d'affaires en industrie,H1102,11
Non,Developpeur Back-End,Ingénieur / Ingénieure de projet d'affaires en industrie,H1102,9
Non,Directeur de projet,Ingénieur / Ingénieure de projet d'affaires en industrie,H1102,25
Non,Chef de projet digital,Ingénieur / Ingénieure de projet d'affaires en industrie,H1102,42
Non,Ingenieur systèmes,Ingénieur / Ingénieure de réalisation informatique,M1805,50
Non,Developpeur Back-End,Ingénieur / Ingénieure de suivi d'affaires en industrie,H1102,41
Non,Developpeur Front-End,Ingénieur / Ingénieure de suivi d'affaires en industrie,H1102,40
Non,Expert en technologie de l’information,Ingénieur / Ingénieure de suivi d'affaires en industrie,H1102,11
Non,Ingenieur systèmes,Ingénieur / Ingénieure de verrerie,H1206,42
Non,Gestionnaire de base de données,Ingénieur / Ingénieure de verrerie,H1206,25
Non,Architecte base de données,Ingénieur / Ingénieure de verrerie,H1206,16
Non,Technicien de déploiement de fibre optique,Ingénieur / Ingénieure déploiement télécoms,M1804,1
Non,Technicien en télécommunication,Ingénieur / Ingénieure déploiement télécoms,M1804,33
Non,Ingenieur systèmes,Ingénieur / Ingénieure déploiement télécoms,M1804,1
Non,Expert en technologie de l’information,Ingénieur / Ingénieure d'essais en études et développement en industrie,H1206,49
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure d'étude en informatique de gestion,M1805,15
Non,Expert en technologie de l’information,Ingénieur / Ingénieure d'étude en informatique de gestion,M1805,42
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure d'étude et développement informatique,M1805,60
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'étude informatique,M1805,32
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure d'étude informatique,M1805,33
Oui,Ingenieur systèmes,Ingénieur / Ingénieure d'étude logiciel informatique,M1805,100
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure d'étude logiciel informatique,M1805,1
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'études en industrie,H1206,23
Non,Developpeur Back-End,Ingénieur / Ingénieure d'études en industrie,H1206,29
Non,Developpeur Front-End,Ingénieur / Ingénieure d'études en industrie,H1206,59
Non,Développeur d'applications,Ingénieur / Ingénieure d'études-développement,H1206,29
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'études-développement,H1206,50
Non,Ingenieur systèmes,Ingénieur / Ingénieure développement logiciel informatique,M1805,39
Non,Ingenieur systèmes,Ingénieur / Ingénieure développements en industrie,H1206,52
Non,Ingénieur DevOps,Ingénieur / Ingénieure d'exploitation informatique,M1810,29
Oui,Ingenieur systèmes,Ingénieur / Ingénieure d'exploitation informatique,M1810,59
Non,Ingénieur Cloud computing,Ingénieur / Ingénieure d'exploitation informatique,M1810,2
Non,Ingénieur DevOps,Ingénieur / Ingénieure d'intégration applicative,M1805,16
Non,Ingenieur systèmes,Ingénieur / Ingénieure d'intégration applicative,M1805,24
Non,Ingenieur systèmes,Ingénieur électricien / Ingénieure électricienne en industrie,H1206,20
Non,Ingenieur systèmes,Ingénieur électronicien / Ingénieure électronicienne en industrie,H1206,59
Non,Ingénieur logiciel en robotique,Ingénieur / Ingénieure en aéronautique en industrie,H1206,59
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en aéronautique en industrie,H1206,43
Non,Developpeur Back-End,Ingénieur / Ingénieure en aéronautique en industrie,H1206,37
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en aérospatiale en industrie,H1206,12
Non,Developpeur Back-End,Ingénieur / Ingénieure en aérospatiale en industrie,H1206,19
Non,Ingenieur systèmes,Ingénieur / Ingénieure en aérospatiale en industrie,H1206,16
Non,Technicien en télécommunication,Ingénieur / Ingénieure en architecture télécoms,M1804,34
Non,Ingenieur systèmes,Ingénieur / Ingénieure en architecture télécoms,M1804,27
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en armement en industrie,H1206,8
Non,Developpeur Back-End,Ingénieur / Ingénieure en armement en industrie,H1206,28
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en automatismes en industrie,H1206,41
Non,Developpeur Back-End,Ingénieur / Ingénieure en automatismes en industrie,H1206,33
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en automobile en industrie,H1206,7
Non,Developpeur Back-End,Ingénieur / Ingénieure en automobile en industrie,H1206,26
Non,Ingenieur systèmes,Ingénieur / Ingénieure en automobile en industrie,H1206,46
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en avionique en industrie,H1206,7
Non,Developpeur Back-End,Ingénieur / Ingénieure en avionique en industrie,H1206,15
Non,Ingenieur systèmes,Ingénieur / Ingénieure en avionique en industrie,H1206,7
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en biopuce en industrie,H1206,24
Non,Developpeur Back-End,Ingénieur / Ingénieure en biopuce en industrie,H1206,44
Non,Ingenieur systèmes,Ingénieur / Ingénieure en biopuce en industrie,H1206,56
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en biotechnologie en industrie,H1206,16
Non,Developpeur Back-End,Ingénieur / Ingénieure en biotechnologie en industrie,H1206,6
Non,Ingenieur systèmes,Ingénieur / Ingénieure en biotechnologie en industrie,H1206,35
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en chimie en industrie,H1206,52
Non,Developpeur Back-End,Ingénieur / Ingénieure en chimie en industrie,H1206,34
Non,Ingenieur systèmes,Ingénieur / Ingénieure en chimie en industrie,H1206,44
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en cristallographie en industrie,H1206,40
Non,Developpeur Back-End,Ingénieur / Ingénieure en cristallographie en industrie,H1206,48
Non,Ingenieur systèmes,Ingénieur / Ingénieure en cristallographie en industrie,H1206,10
Non,Développeur d'applications,Ingénieur / Ingénieure en développement d'applications,M1805,36
Non,Ingenieur systèmes,Ingénieur / Ingénieure en développement d'applications,M1805,17
Non,Ingenieur systèmes,Ingénieur / Ingénieure en innovations technologiques,H1206,40
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en innovations technologiques,H1206,8
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en matériaux en industrie,H1206,21
Non,Developpeur Back-End,Ingénieur / Ingénieure en matériaux en industrie,H1206,3
Non,Ingenieur systèmes,Ingénieur / Ingénieure en matériaux en industrie,H1206,47
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en microbiologie en industrie,H1206,35
Non,Developpeur Back-End,Ingénieur / Ingénieure en microbiologie en industrie,H1206,45
Non,Ingenieur systèmes,Ingénieur / Ingénieure en microbiologie en industrie,H1206,22
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en nanotechnologie en industrie,H1206,39
Non,Developpeur Back-End,Ingénieur / Ingénieure en nanotechnologie en industrie,H1206,29
Non,Ingenieur systèmes,Ingénieur / Ingénieure en nanotechnologie en industrie,H1206,38
Non,Ingenieur systèmes,Ingénieur / Ingénieure en propriété industrielle,H1206,12
Non,Ingenieur systèmes,Ingénieur / Ingénieure en systèmes électriques en industrie,H1206,48
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en thermodynamique en industrie,H1206,9
Non,Developpeur Back-End,Ingénieur / Ingénieure en thermodynamique en industrie,H1206,60
Non,Ingenieur systèmes,Ingénieur / Ingénieure en thermodynamique en industrie,H1206,59
Non,Expert en technologie de l’information,Ingénieur / Ingénieure en veille technologique en industrie,H1206,29
Non,Ingenieur systèmes,Ingénieur / Ingénieure études et procédés industriels,H1206,33
Non,Ingenieur systèmes,Ingénieur / Ingénieure fiabilité en industrie,H1206,58
Non,Ingenieur systèmes,Ingénieur / Ingénieure formulation en industrie,H1206,6
Non,Ingenieur systèmes,Ingénieur / Ingénieure frigoriste en industrie,H1206,2
Non,Ingenieur systèmes,Ingénieur / Ingénieure génie chimique en industrie,H1206,36
Non,Ingenieur systèmes,Ingénieur / Ingénieure hydrobiologiste en industrie,H1206,55
Non,Ingenieur systèmes,Ingénieur / Ingénieure hydrochimiste en industrie,H1206,21
Non,Ingenieur systèmes,Ingénieur / Ingénieure hydrographe,M1808,59
Non,Ingenieur systèmes,Ingénieur informaticien / Ingénieure informaticienne,M1805,41
Non,Ingenieur systèmes,Ingénieur / Ingénieure instrumentation en industrie,H1206,2
Non,Intégrateur logiciels métiers,Ingénieur / Ingénieure logiciel informatique,M1805,19
Non,Ingenieur systèmes,Ingénieur / Ingénieure logiciel informatique,M1805,54
Non,Ingenieur systèmes,Ingénieur mécanicien / Ingénieure mécanicienne en industrie,H1206,8
Non,Ingenieur systèmes,Ingénieur mécatronicien / Ingénieure mécatronicienne en industrie,H1206,50
Non,Ingenieur systèmes,Ingénieur / Ingénieure métallurgiste en industrie,H1206,58
Non,Ingenieur systèmes,Ingénieur / Ingénieure méthodes informatiques,M1802,30
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure méthodes informatiques,M1802,18
Non,Ingenieur systèmes,Ingénieur / Ingénieure métrologie,H1206,17
Non,Ingenieur systèmes,Ingénieur / Ingénieure motoriste en industrie,H1206,21
Non,Ingenieur systèmes,Ingénieur papetier / Ingénieure papetière en industrie,H1206,20
Non,Ingenieur systèmes,Ingénieur physicien / Ingénieure physicienne en industrie,H1206,24
Non,Ingenieur systèmes,Ingénieur / Ingénieure plasturgiste en industrie,H1206,7
Non,Ingenieur systèmes,Ingénieur / Ingénieure programme informatique,M1805,44
Non,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure programme informatique,M1805,20
Non,Ingenieur systèmes,Ingénieur / Ingénieure radio,M1804,60
Non,Technicien réseau,Ingénieur / Ingénieure réseau informatique,M1802,27
Non,Administrateur réseau,Ingénieur / Ingénieure réseau informatique,M1802,22
Non,Ingenieur systèmes,Ingénieur / Ingénieure réseau informatique,M1802,59
Non,Ingenieur systèmes,Ingénieur / Ingénieure réseaux télécoms,M1804,9
Non,Technicien de déploiement de fibre optique,Ingénieur / Ingénieure réseaux télécoms,M1804,54
Non,Technicien en télécommunication,Ingénieur / Ingénieure réseaux télécoms,M1804,60
Non,Ingénieur en Machine Learning,Ingénieur / Ingénieure robotique en industrie,H1206,29
Non,Ingenieur systèmes,Ingénieur / Ingénieure robotique en industrie,H1206,35
